baseMean	log2FoldChange	lfcSE	pvalue	padj
FRAEX38873_v2_000037970.1	28.7694162822678	0.557757366110335	0.274083704810676	0.00105698458070133	0.211293255254888
FRAEX38873_v2_000111960.1	18.5319183222795	-7.72274573651965e-06	0.00144269798474625	0.000965220271626552	0.211293255254888
FRAEX38873_v2_000161090.1	24.8434041834777	0.744014472424999	0.366613331766381	0.0010430728414538	0.211293255254888
FRAEX38873_v2_000088580.1	70.9064370212379	-0.418450013952624	0.210098459935113	0.00109344389492506	0.211293255254888
FRAEX38873_v2_000017110.1	11.7719581470755	2.6745219444335	1.36686377131318	0.00102645178471288	0.211293255254888
FRAEX38873_v2_000172400.1	62.567870953305	0.377519237357834	0.185140430328234	0.00104049126732565	0.211293255254888
FRAEX38873_v2_000035670.1	70.0532769683846	0.401341231060387	0.193538343936961	0.000967515878638448	0.211293255254888
FRAEX38873_v2_000227280.1	7.68618840145388	2.07576024728282e-07	0.00144269450948795	0.00103855283910395	0.211293255254888
FRAEX38873_v2_000199750.1	180.388889421714	-0.293517671812146	0.143451928872847	0.000993106803586707	0.211293255254888
FRAEX38873_v2_000386950.2	73.2460464611075	-0.877513915118021	0.444827828906729	0.00109742529925449	0.211293255254888
FRAEX38873_v2_000400300.1	348.746705957518	-1.76722986838948	0.929281278074689	0.0010932847669787	0.211293255254888
FRAEX38873_v2_000382260.1	50.5494088609369	-1.6356186533197e-05	0.0014427065702123	0.0011355452295541	0.216924624633257
FRAEX38873_v2_000327590.1	141.306032991812	-0.341207078991105	0.173638315206785	0.00116352565250374	0.220546738411019
FRAEX38873_v2_000322630.1	37.3939287904515	-1.15151256053345e-05	0.0014427008614848	0.00117450552681487	0.220915454935979
FRAEX38873_v2_000032420.1	17.0059288085782	-1.48120309300095e-05	0.00144270419599917	0.00121689772057631	0.22416850267928
FRAEX38873_v2_000358870.1	22.4354667409963	0.522849605571449	0.264908274603147	0.00120128278260413	0.22416850267928
FRAEX38873_v2_000181470.1	33.4459237552588	-8.3674248486994e-06	0.00144269822502762	0.00121930356847473	0.22416850267928
FRAEX38873_v2_000117620.1	5.24035970507251	-3.26358387174321e-06	0.00144269572005568	0.00124135674326466	0.226519814076921
FRAEX38873_v2_000184500.1	8.71354324931934	-4.34256093166819e-06	0.00144269727029304	0.00126303144106669	0.22876773923676
FRAEX38873_v2_000397160.1	26.1850904045648	0.593348986394557	0.305148071125044	0.00128156733321185	0.230345835100344
FRAEX38873_v2_000146100.1	27.9928380501452	0.896743769974512	0.46868418129252	0.00129058479505755	0.230345835100344
FRAEX38873_v2_000176350.1	11.0712503148175	1.40244840485685	0.737006473450242	0.00133953383386983	0.236086266851222
FRAEX38873_v2_000264740.1	17.7382436000933	1.14091795107465	0.602358761453739	0.00134205754508097	0.236086266851222
FRAEX38873_v2_000002200.1	31.444950886435	0.862908438506341	0.464525988682983	0.00138289264206895	0.241532077741929
FRAEX38873_v2_000201030.1	29.3710014152899	1.82124295031844	1.01578471833893	0.00141042969401098	0.244594516864939
FRAEX38873_v2_000159950.1	28.6027147764066	2.31323555252287	1.37105753416657	0.00142107263727567	0.244704705117356
FRAEX38873_v2_000210490.1	6.69072168530744	-6.79245114598532e-06	0.00144269684204646	0.00148325586393637	0.253098884576776
FRAEX38873_v2_000096100.2	22.5056869697504	0.542406845631563	0.2948233757912	0.00149412212966256	0.253098884576776
FRAEX38873_v2_000052720.1	5.44649183097978	-7.35032737162852e-06	0.00144270125237467	0.00150087265923575	0.253098884576776
FRAEX38873_v2_000202260.1	16.3426190968176	-0.57448280118095	0.312746445529402	0.00151588472932411	0.253879543845433
FRAEX38873_v2_000349280.1	32.4836852925332	-1.83386951767038e-05	0.00144270682950134	0.00156252461512218	0.259910557067806
FRAEX38873_v2_000297630.1	9.81064591803453	-9.63992084311894e-06	0.00144269832266283	0.00158817674076613	0.260631527954453
FRAEX38873_v2_000144510.2	28.9260542989541	0.490198323154454	0.271674295070078	0.00158608259320566	0.260631527954453
FRAEX38873_v2_000174730.2	56.2304717025661	-0.309000728201499	0.172954490333471	0.00161781658085587	0.263725673567252
FRAEX38873_v2_000347650.1	27.4801534295432	-1.47043540889452	0.869647348764756	0.00163781701464002	0.265217891668728
FRAEX38873_v2_000339600.1	36.7903136792903	-1.93224367935292e-05	0.00144270736467753	0.00169132270026293	0.270899691036239
FRAEX38873_v2_000103650.1	21.3924281330369	-2.80232955012544e-06	0.00144269556627916	0.00169506186522757	0.270899691036239
FRAEX38873_v2_000023110.1	17.1556238544069	1.60889014411721	0.949687684681799	0.00171721341566153	0.272657808050362
FRAEX38873_v2_000214400.1	38.8736001692569	0.423414702562564	0.242139017154827	0.00173187603895903	0.273211825191137
FRAEX38873_v2_000324890.1	17.7572637233514	-9.80317401836179e-06	0.0014427062813684	0.00178400354604495	0.279631119922378
FRAEX38873_v2_000181820.3	11.9914892078798	-5.77765694440475e-06	0.00144269632417304	0.00180862812044679	0.281248637983221
FRAEX38873_v2_000329410.1	10.1454387016646	-4.65870212965883e-06	0.00144269598139408	0.00181732720437383	0.281248637983221
FRAEX38873_v2_000010040.1	31.8555527440472	-0.471518292010066	0.278485395442625	0.00187709005734868	0.288670478504969
FRAEX38873_v2_000103740.1	22.683112874171	0.656282634789271	0.387397659483714	0.00192921846672281	0.294832812176914
FRAEX38873_v2_000273830.1	33.212486603195	0.504150025055242	0.299394865055207	0.00194492512272182	0.29538701304841
FRAEX38873_v2_000347720.1	6.57995057598574	-9.17567088473051e-06	0.00144269761360802	0.00202319437955108	0.30189753815762
FRAEX38873_v2_000268690.1	5.16783667068349	1.11911397752906	0.63296167613662	0.00200432816215737	0.30189753815762
FRAEX38873_v2_000162120.1	78.7482199257736	0.727083797473872	0.447390051049364	0.00202483217151356	0.30189753815762
FRAEX38873_v2_000063930.2	14.45070737129	1.39234362019128	0.871164415698352	0.00206083565683673	0.305403354430132
FRAEX38873_v2_000377990.1	4.025117270694	1.67651296530525	0.963436123489728	0.00210917485098325	0.309703484769094
FRAEX38873_v2_000265150.1	5.58877803402059	-1.53858152697735e-06	0.00144269525389131	0.00215318143345109	0.309703484769094
FRAEX38873_v2_000344380.1	108.562546521118	-0.330134813214369	0.206243938294269	0.00211711845373455	0.309703484769094
FRAEX38873_v2_000109450.1	36.395536385208	-5.58554159356937e-06	0.00144269621020556	0.00214117590969745	0.309703484769094
FRAEX38873_v2_000214200.1	313.537741000786	-0.289341562616178	0.18093574966234	0.00213735899561957	0.309703484769094
FRAEX38873_v2_000021520.1	25.043843421999	-7.96890977130666e-06	0.00144269688295754	0.00219409204918064	0.313742332085175
FRAEX38873_v2_000363810.1	13.3367318847584	1.31741219106267	0.874041152671197	0.00221390600118688	0.314735055471056
FRAEX38873_v2_000370580.1	28.1644969630349	0.498520704899459	0.316515212124705	0.00226072840896259	0.319533705525741
FRAEX38873_v2_000389900.1	208.793664405793	-0.578416019566358	0.37955898138717	0.00229518975712711	0.322540114605012
FRAEX38873_v2_000222190.1	5.7788471732694	0.964990794830704	0.606927697262024	0.00255123319408886	0.324916772448514
FRAEX38873_v2_000196490.1	8.00340858172266	0.936614724098561	0.595531327607733	0.00241438843331406	0.324916772448514
FRAEX38873_v2_000041180.1	11.8765009677662	-0.675816291433671	0.462810152228841	0.00268576256341604	0.324916772448514
FRAEX38873_v2_000382190.1	14.4799673383505	0.635829626492677	0.420496226858076	0.00253832499631885	0.324916772448514
FRAEX38873_v2_000333920.1	4.13814464789346	1.84633732517561	1.13039111377817	0.00243656999733498	0.324916772448514
FRAEX38873_v2_000037850.1	7.46358594708835	-4.24694217569982e-06	0.00144269565996119	0.00242742645939438	0.324916772448514
FRAEX38873_v2_000211580.1	15.8713433988792	0.732397027688975	0.467472828669078	0.00236172171703897	0.324916772448514
FRAEX38873_v2_000364950.1	47.8699391217434	-2.0845430561212e-05	0.00144270405040824	0.00258970182411762	0.324916772448514
FRAEX38873_v2_000054200.1	23.3455808721332	0.522302396153103	0.343079221461064	0.00243277011459686	0.324916772448514
FRAEX38873_v2_000246030.1	9.26885880088048	-4.77193069361448e-06	0.00144269591510984	0.00267775998173415	0.324916772448514
FRAEX38873_v2_000318650.1	13.9402970458783	0.835508893348713	0.570707853798106	0.00264164988913119	0.324916772448514
FRAEX38873_v2_000341480.1	24.0226560834089	-9.61011386299272e-06	0.00144269728233824	0.00243037216290689	0.324916772448514
FRAEX38873_v2_000343090.1	33.119838234053	-1.3070493216865e-05	0.00144269910584506	0.00254582334442183	0.324916772448514
FRAEX38873_v2_000159250.1	12.1305485003956	-4.86909306059139e-06	0.00144269567032433	0.00267623922359769	0.324916772448514
FRAEX38873_v2_000124980.2	72.0612687374608	-0.319218755480034	0.210717574928014	0.00238608106519397	0.324916772448514
FRAEX38873_v2_000196750.1	48.596681612371	-1.51493446904639e-05	0.00144269982165636	0.00263042944841157	0.324916772448514
FRAEX38873_v2_000210560.1	36.3924968247153	-8.72477414237494e-06	0.00144269678671859	0.0026974523477445	0.324916772448514
FRAEX38873_v2_000185940.1	25.484727890413	0.96039190603415	0.671666557814926	0.00261623060882639	0.324916772448514
FRAEX38873_v2_000145140.1	33.2955554656939	-7.03910138521382e-06	0.00144269634752725	0.00262782542468265	0.324916772448514
FRAEX38873_v2_000279850.1	55.3666032715334	-1.17639624815953e-05	0.00144269844454297	0.00241533021192955	0.324916772448514
FRAEX38873_v2_000347750.1	27.160719015671	-1.35784311292759	1.04280261988276	0.00264149825160768	0.324916772448514
FRAEX38873_v2_000296410.1	50.0558012320537	-7.02063497749639e-06	0.00144269640952019	0.00258679198039152	0.324916772448514
FRAEX38873_v2_000002210.1	52.0264244924876	0.769906089933974	0.536065003083957	0.00254904245937121	0.324916772448514
FRAEX38873_v2_000324170.1	82.9077469678812	-1.06649676017293e-05	0.00144269777769686	0.00257197325250042	0.324916772448514
FRAEX38873_v2_000107390.1	38.7114967490466	-4.08856764885869e-06	0.00144269571772339	0.0025809683410322	0.324916772448514
FRAEX38873_v2_000214670.1	198.853932436365	-1.99517658817548e-05	0.00144270325742194	0.0026548600693866	0.324916772448514
FRAEX38873_v2_000017610.1	51.4274655320788	-2.72102883029196e-06	0.00144269545327121	0.0023734096406784	0.324916772448514
FRAEX38873_v2_000006360.1	247.929207303796	0.707413411854347	0.489588887617874	0.00254855226289287	0.324916772448514
FRAEX38873_v2_000158350.1	157.737068081766	1.20606288216968	0.857373782649306	0.00248614440359286	0.324916772448514
FRAEX38873_v2_000330640.1	16.2571727425828	0.621359622502124	0.427126812585179	0.00273389029438584	0.326093099894256
FRAEX38873_v2_000078960.1	4.67690137532618	2.4403407876675	1.66891300108004	0.00272514025189388	0.326093099894256
FRAEX38873_v2_000235790.1	4.39928384099494	-3.50535383810335e-06	0.00144269509258129	0.00277293849793136	0.329145107531153
FRAEX38873_v2_000160720.1	6.91409503910605	-7.78422482071314e-06	0.00144269622853365	0.00287027280851371	0.33742264766239
FRAEX38873_v2_000212240.1	80.7510906287422	-1.24120866228047e-05	0.00144269771919374	0.00285982932396893	0.33742264766239
FRAEX38873_v2_000369980.1	3.99429881060828	-5.16314146243571e-06	0.00144269567978199	0.00288522795479899	0.337465505336717
FRAEX38873_v2_000268680.1	5.23251094262177	1.00423265266755	0.668860923580825	0.00289823965813474	0.337465505336717
FRAEX38873_v2_000224230.1	27.6392927529721	0.443468128199714	0.327608229779104	0.00295008988286755	0.341183015418426
FRAEX38873_v2_000323860.1	33.9364715039554	-0.896660964285838	0.701348135600572	0.00295807292935982	0.341183015418426
FRAEX38873_v2_000283500.2	20.1708590677203	0.700625966226274	0.535615381772239	0.00298872065411505	0.341614585801369
FRAEX38873_v2_000048960.1	38.6517299334193	0.480061395598641	0.356228363564899	0.00298975631283711	0.341614585801369
FRAEX38873_v2_000037680.2	36.4254794377929	0.480100330867564	0.360511357988069	0.0030115073296445	0.341947765613526
FRAEX38873_v2_000279540.1	41.1334256664715	-8.54783122354707e-06	0.00144269536124077	0.00302064114888441	0.341947765613526
FRAEX38873_v2_000068590.1	5.12617956585098	-5.69109126303973e-06	0.00144269568662872	0.00303552805304563	0.342049456004939
FRAEX38873_v2_000340360.1	27.5991922991495	1.12171438812374	0.917671200619464	0.00306326263027177	0.343591274474336
FRAEX38873_v2_000341570.1	6.61924779966433	-2.26096644437674	0.451911175010837	0.00316352194677677	0.353216614806327
FRAEX38873_v2_000261710.1	24.2046636405281	-0.394086829898377	0.312928673910239	0.00321823730447799	0.354469993554486
FRAEX38873_v2_000024390.1	42.8909727344582	-0.341715025352107	0.271572515786416	0.00319686362670167	0.354469993554486
FRAEX38873_v2_000240960.1	6.65640935212771	2.05994487693424	1.79539503776233	0.00320725059557445	0.354469993554486
FRAEX38873_v2_000013830.1	9.71480466345601	1.63143976213742e-06	0.00144268690605339	0.00326284252156778	0.356174220256141
FRAEX38873_v2_000069980.1	25.6936355076583	-6.54960896460005e-06	0.00144269589429266	0.00325620003869728	0.356174220256141
FRAEX38873_v2_000037840.1	5.4069798963939	-2.94616136248789e-06	0.00144269534692706	0.00332160745171648	0.360977535152761
FRAEX38873_v2_000293790.1	4.8430231928135	1.28521963478765	0.998102843377906	0.00337336801688847	0.362880827732099
FRAEX38873_v2_000194600.1	35.7976015958969	-1.07639047964257e-05	0.0014426963120975	0.00338364259459016	0.362880827732099
FRAEX38873_v2_000224790.1	151.485239718116	-1.79450265457825e-05	0.00144269916638712	0.0033776602812007	0.362880827732099
FRAEX38873_v2_000003210.1	5.04943066676433	1.00938632223088	0.770646204718731	0.00342849658010864	0.364493905986159
FRAEX38873_v2_000207620.3	21.9608121017578	-4.42831644729034e-06	0.00144269555728795	0.0034179925816588	0.364493905986159
FRAEX38873_v2_000223400.2	9.26653911591369	0.589996245091495	0.47182328985382	0.00357779493672598	0.366765329409971
